Fecha,PRECIPITACION-MM,Precipitación como día pluviométrico(mm),"Temperatura Máxima del aire en abrigo a 1,5 m de altura(ºC)","Temperatura Mínima del aire  en abrigo a 1,5 m de altura(ºC)",Humedad relativa media(%),Humedad relativa 8-14-20(%),Velocidad media del viento a 2m(km/h),Dirección prevalente del viento a 2m(PC),Dirección prevalente del viento a 10m altura(PC),Duración del follaje mojado(h),Velocidad media del viento a 10m(km/h),Tensión de vapor media(hPa),Evapotranspiración Potencial(mm),Unidades de Frío(h),"Temperatura Media del aire en abrigo a 1,5 m de altura(ºC)",Evaporación del tanque(mm),"Temperatura mínima del aire en intemperie a 0,5m(ºC)",Heliofanía Efectiva(h),Radiación Neta(MJ/m2),Punto de rocío medio(ºC),Máxima velocidad del viento(km/h),Máxima precipitación en 30min(mm),Horas de Frío(h),Presión atmosférica media(hPa),Temperatura media del suelo a 10cm de profundidad(ºC),Temperatura mínima del aire en intemperie a 1.5m(ºC),Heliofanía Relativa(%)
1/09/2013,0,0,29,8.3,64,53,3.7, C , C ,0.2,4.6,12.2, ,-8.7,18.3, ,7.5, , ,9.9,18.6,0,0,1008.3,14.4,7.8, 
2/09/2013,0,0,21.4,12.7,57,49,6.8, S , C ,0,8.5,9.8, ,-7.6,16.6, ,11.3, , ,6.7,30.8,0,0,1010.5,14.4,12.2, 
3/09/2013,0,0,15.6,6.9,62,59,6.9, S , C ,0,8.6,7.6, ,12.7,11.1, ,5.9, , ,2.9,28.5,0,3,1020.9,13.3,6.5, 
4/09/2013,0,0,15.3,1.2,74,71,6.4, E , C ,0,8,8.8, ,11.8,8.9, ,0, , ,5,20.2,0,7,1021.6,12.2,0.8, 
5/09/2013,0,0,17.1,10.9,69,71,7.1, E , C ,0,8.9,10.4, ,5,12.9, ,10.2, , ,7.5,23.2,0,0,1015.7,12.3,10.6, 
6/09/2013,1,92,25.7,7.3,68,59,4.5, E , C ,0.4,5.6,12.4, ,-9.2,16.1, ,6.6, , ,10,30.2,1,0,1012.2,13.3,6.7, 
7/09/2013,107.4,16.6,19.5,14.9,100,100,6.3, E , C ,4.9,7.8,18.7, ,-8.5,17.4, ,14.2, , ,16.4,60.4,26.6,0,1007,15.4,14.3, 
8/09/2013,0.2,0,26.9,11,71,70,3.3, W , C ,0,4.1,13.2, ,-9.4,17.4, ,10.1, , ,10.9,19.7,0.2,0,1012,15.6,10.2, 
9/09/2013,0,0,29.1,13.4,71,68,8.8, NE, C ,0,11,19.1, ,-16.5,20.6, ,12.6, , ,16.6,28.6,0,0,1008.3,16.4,13, 
10/09/2013,0,0,35.1,22.9,54,53,11.2, N , C ,0,14,19.8, ,-23.9,27.9, ,22.1, , ,17.3,43.3,0,0,1004.6,18.8,22.5, 
11/09/2013,0,0,30.3,17.3,69,66,5.8, E , C ,0,7.2,18.7, ,-21.4,24.1, ,16.8, , ,16.4,19.6,0,0,1002.4,19.5,17.1, 
12/09/2013,3.4,3.4,22.2,13.1,98,99,7.7, S , C ,3,9.6,16.4, ,-0.7,15.8, ,12.4, , ,14.3,34.7,2,0,1002.6,18.3,12.4, 
13/09/2013,0,0,13.2,9.3,92,91,10.7, S , C ,0,13.4,11.4, ,13.8,10.8, ,8.9, , ,8.8,31.7,0,0,1016.6,15.8,8.9, 
14/09/2013,0,0,12.9,6.3,81,80,9.3, S , C ,0,11.6,9.3, ,18,8.9, ,6.1, , ,5.8,28.4,0,4.3,1019.5,13.9,6.1, 
15/09/2013,4.6,16.6,12.2,5.7,94,94,10.4, S , C ,0,13,10.7, , ,8.5, ,5.3, , ,7.8,32.8,0.6,6.3,1015.5,12.9,5.2, 
16/09/2013,40,28.2,9.4,6.1,100,100,12, S , C ,0,15,10.5, , ,8.2, ,5.5, , ,7.6,43.7,2.6,7.8,1012,11.9,5.5, 
17/09/2013,0.2,0,12,4.8,77,72,8.1, W , C ,0,10.1,8, , ,7.8, ,4.3, , ,3.6,36.4,0.2,11.6,1013.4,11.4,4.6, 
18/09/2013,0,0,19.4,0.6,62,51,5.9, W , C ,0,7.3,6.8, ,7.5,9.6, ,-0.1, , ,1.2,40.3,0,10.6,1014.6,11.1,0.7, 
19/09/2013,0,0,22.3,2,58,43,4.5, C ,   , ,5.7,7.8, ,-1,11.8, , , , ,3.4,26.8,0,6.8, ,12,, 
20/09/2013,0,0,23.5,8.8,62,56,3.3, NE,   , ,4.1,9.7, ,-2,15.1, , , , ,6.4,17.3,0,0, ,13.6,,
21/09/2013,8.2,8.2,15.9,6.1,88,84,2.8, C ,   , ,3.5,10.3, ,16.7,10.1, , , , ,7.4,24.8,2.6,0.8, ,12.8,, 
22/09/2013,0,0,15,6.4,84, ,3.8, SE,   , ,4.7,9.7, ,15.3,9.6, , , , ,6.5,19.3,0,5.8, ,12.4,, 
23/09/2013,0,0,16.9,2.4,70,59,3, C ,   , ,3.7,7.3, ,13.6,9.2, , , , ,2.4,24.1,0,11.6, ,12.3,, 
24/09/2013,0,0,17.2,2.4,75,64,3.1, C ,   , ,3.9,8.2, ,11.8,8.9, , , , ,4.1,16.5,0,9.3, ,12.5,, 
25/09/2013,0,0,17,1.9,79,74,3.7, E ,   , ,4.6,10.2, ,6.8,9.9, , , , ,7,15.1,0,7.1, ,12.7,, 
26/09/2013,0,0,20.2,8.7,72,64,4.6, E ,   , ,5.8,11.3, ,-2.2,14.3, , , , ,8.7,22.6,0,0, ,13.8,, 
27/09/2013,0,0,21.7,8.8,73,66,4.8, E ,   , ,6,12.8, ,-8.1,15.1, , , , ,10.7,18.6,0,0, ,14.7,, 
27/09/2013, , , , , , , ,   ,   , , , , , , , , , , , , , , , , , , 
28/09/2013,7,24.8,18.9,12.4,85,84,6.7, E , C ,0.3,8.4,14.6, ,-4.1,15.8, ,11.7, , ,12.6,23.4,5.4,0,1014,14.9,11.7, 
29/09/2013,18,0.2,15.1,5.6,88,83,4.7, W , C ,0,5.9,10.5, ,14.2,10.2, ,5.2, , ,7.6,20.8,3.4,5.3,1014.9,14,5.2, 
30/09/2013,0,0,14.9,7.2,84,87,5.9, W , C ,0,7.3,10.3, ,13.1,10.6, ,6.2, , ,7.4,26.1,0,2.2,1010.7,13.3,6.9, 
1/10/2013,0,0,16.8,4.8,89,89,3.7, W , C ,0,4.7,11.2, ,12.6,10.4, ,4, , ,8.6,18.5,0,3.2,1011.2,12.8,4.1, 
2/10/2013,0,0,19.2,6.9,84,82,5.5, E , C ,0,6.8,12.8, ,0,12.6, ,6, , ,10.6,17.1,0, ,1014.7,13.6,6.1, 
3/10/2013,0,0,19.4,12.3,77,69,7.9, E , C ,0,9.9,13.5, ,-7.1,15.4, ,11.6, , ,11.4,25.6,0,0,1015.1,15,12, 
4/10/2013,0,0,21.1,12,76,72,6.4, S , C ,0,8,12.6, ,-5,15.8, ,11.7, , ,10.2,25.1,0,0,1017.4,16,11.8, 
5/10/2013,0,0,21,5.9,78,69,3.5, E , C ,1,4.4,11.9, ,-1.1,13.4, ,5.4, , ,9.4,18.2,0,2.8,1019,16,5.3, 
6/10/2013,0,0,24.3,8.4,72,65,3.9, C , C ,0.2,4.9,12.8, ,-8.4,16.3, ,7.3, , ,10.6,18.3,0,0,1020.3,16.7,7.6, 
7/10/2013,0,0,23.7,10.6,57,51,6.4, NE, C ,0,8,11.3, ,-13.2,17.5, ,9.6, , ,8.6,30.1,0,0,1020.7,17,10.3, 
8/10/2013,0,0,25.4,14.1,61,58,8.7, E , C ,0,10.9,14.4, ,-18.1,19.8, ,13.4, , ,12.3,25.6,0,0,1014.4,17.7,13.7, 
9/10/2013,17.2,17.2,28.8,16.6,73,83,7, NE, C ,2.2,8.7,16.4, ,-18.7,20.6, ,16.1, , ,14.2,27.9,5.2,0,1011.3,18.2,16.1, 
10/10/2013,0,0,26,14.3,78,73,5.7, E , C ,2.3,7.1,17.8, ,-17.1,19.5, ,13.8, , ,15.7,20.4,0,0,1013.6,19,13.8, 
11/10/2013,0,0,21.5,15.9,73,72,11.2, E , C ,0,14,15.2, ,-18.2,18.7, ,15.7, , ,13.2,36.3,0,0,1016.3,19,15.8, 
12/10/2013,0,0,22.3,16.4,83,81,9.5, E , C ,0,11.9,17.5, ,-18.4,18.2, ,15.9, , ,15.4,26.1,0,0,1014.2,18.3,16, 
13/10/2013,0,0,24,16.2,84,82,4.9, E , C ,4.1,6.1,18.3, ,-16.4,19.3, ,15.5, , ,16.1,22.1,0,0,1011.9,19,15.9, 
14/10/2013,0,0,27.5,13.5,76,68,3.4, C , C ,5.7,4.3,17.2, ,-15.9,20.3, ,12.9, , ,15,19.9,0,0,1012.6,20.1,13, 
15/10/2013,0,0,31.4,12.4,66,50,2.9, C , C ,0,3.7,16.4, ,-17.5,21.3, ,11.8, , ,14.3,16.4,0,0,1014.4,20.8,11.9, 
16/10/2013,0,0,29.3,18,65,67,4, NE, C ,0.1,5,17.9, ,-23.9,23.2, ,17.6, , ,15.8,17.2,0,0,1012.9,21.5,17.8, 
17/10/2013,0,0,26.3,16.7,82,80,4.3, C , C ,0,5.3,19.2, ,-19.7,20.9, ,15.8, , ,16.8,25.5,0,0,1010.5,21.4,16.3, 
18/10/2013,0,0,27.5,13.1,75,67,3.2, C , C ,0,4,15.4, ,-12.5,19.1, ,12.2, , ,13.4,17.3,0,0,1008.5,21.1,12.2, 
19/10/2013,0,4.4,28.6,13.4,65,54,5.9, NE, C ,0,7.4,16.2, ,-18,20.8, ,12.7, , ,14.1,20,0,0,1003.9,21.4,13, 
20/10/2013,5.2,0.8,27.3,16.4,73,77,4.2, C , C ,5.9,5.2,17, ,-19.4,21.1, ,15.2, , ,14.8,25.2,1.4,0,999.3,20.9,15.8, 
21/10/2013,0,0,20.7,11,69,65,6, S , C ,0,7.5,12.1, ,-7.6,16.3, ,10, , ,9.7,34.8,0,0,1010.4,19.9,10.8, 
22/10/2013,0,0,21.9,10,68,64,7.3, E , C ,0,9.2,13, ,-12.9,16.3, ,9.3, , ,10.8,31.8,0,0,1008.7,19.4,9.7, 
23/10/2013,1.6,1.6,24.4,13.9,76,75,6.6, S , C ,0.1,8.3,15.6, ,-14.4,18.9, ,13, , ,13.6,38.3,1.2,0,1007.6,19.7,13.5, 
24/10/2013,0,0,18.7,8.3,61,56,7.8, SE, C ,0,9.8,9.1, ,1.7,13.8, ,7.7, , ,5.6,29.7,0,0,1020.9,18.9,8.1, 
25/10/2013,0.2,0.2,17.8,10,69,63,6.7, E , C ,1.3,8.4,11.4, ,0.1,13.6, ,9.2, , ,8.6,26.8,0.2,0,1018.4,17.6,9.7, 
26/10/2013,0,0,25.2,13.3,77,75,3.4, C , C ,0,4.3,15.2, ,-11.2,18.4, ,12.7, , ,13.2,19.8,0,0,1010.6,18.9,12.9, 
27/10/2013,0,0,24,12.5,50,44,6.9, E , C ,0,8.6,9.7, ,-11.5,17.5, ,11.8, , ,6.3,24.9,0,0,1016.5,19.1,12.4, 
28/10/2013,0,0,24.7,11.8,41,40,8, NE, C ,0,10,8.9, ,-15.3,18, ,11.2, , ,5.1,25.9,0,0,1014.1,18.8,11.6, 
29/10/2013,0,0,26.7,15.5,54,52,6.6, E , C ,0,8.3,13, ,-19.7,21, ,14.7, , ,10.7,22.9,0,0,1011.4,19.3,15.3, 
30/10/2013,0,0,27,15.9,62,57,10.1, E , C ,0,12.6,15, ,-20.6,20.4, ,15, , ,12.9,27,0,0,1010.5,19.6,15.6, 
31/10/2013,8.4,17.4,22.6,17.8,82,87,10, E , C ,0.8,12.5,19.1, ,-23.7,20, ,17.2, , ,16.7,27.9,7.4,0,1006.9,19.2,17.2, 
1/11/2013,73.8,64.8,21.6,18.6,97,100,6.2, E , C ,0.9,7.7,21.8, ,-23.9,19.7, ,18.3, , ,18.9,27.1,10,0,1005.5,19.3,18.3, 
2/11/2013,0,0,22.5,15.6,83,82,8.2, S , C ,0,10.2,17.2, ,-16.4,18.5, ,15.3, , ,15.1,31.4,0,0,1009,19.3,15.4, 
3/11/2013,0,0,25.1,10.5,67,60,4.9, S , C ,0,6.1,12.9, ,-11.3,18.6, ,9.8, , ,10.7,22.3,0,0,1013,20,10.8, 
4/11/2013,0,0,22.9,11.3,73,69,6.4, E , C ,0,8.1,14, ,-10,16.8, ,10.8, , ,11.9,20.8,0,0,1015.5,20.6,11.1, 
5/11/2013,0,0,25.3,13,64,62,6.9, NE, C ,0,8.6,14.4, ,-17.4,19.2, ,11.8, , ,12.4,21.3,0,0,1016.2,20.9,12.8, 
6/11/2013,0,0,28.1,15.9,57,52,11.6, NE, C ,0,14.5,14.7, ,-21.2,21.7, ,15.3, , ,12.7,35,0,0,1011.9,21.1,15.6, 
7/11/2013,14.4,14.4,24,14.6,86,89,5.4, E , C ,0,6.7,17, ,-12.9,18.6, ,13.7, , ,14.9,32.7,6,0,1011.1,20,13.6, 
8/11/2013,0,0,23.6,13.3,91,91,3.4, C , C ,0,4.3,19.1, ,-13.4,18.4, ,12.7, , ,16.7,15.3,0,0,1008.5,19.7,12.9, 
9/11/2013,0,0,26.5,14.9,80,71,9, E , C ,0,11.2,19.9, ,-21.2,20.6, ,14.3, , ,17.4,27.6,0,0,1005.6,20.6,14.3, 
10/11/2013,7.2,7.6,28.6,19.6,81,78,6.6, E , C ,0,8.2,21.8, ,-23.9,22.4, ,19.1, , ,18.9,24.9,7.2,0,1000.6,21.7,19.3, 
11/11/2013,0.4,0,23.1,16.7,88,85,4.9, C , C ,0,6.1,18.7, ,-17.5,19.5, ,16.1, , ,16.4,22.3,0.2,0,1001.2,21.8,16.5, 
12/11/2013,0,0,28.8,12.5,56,46,5.6, W , C ,0,7,12.7, ,-16.8,20.9, ,11.6, , ,10.3,30.8,0,0,1006.2,21.8,11.7, 
13/11/2013,0,0,29,16,55,50,9.8, E , C ,0,12.3,14.7, ,-21.2,21.8, ,15.2, , ,12.6,27.3,0,0,1011.5,21.7,15.8, 
14/11/2013,0,30.8,32.9,18.9,54,46,11.7, NE, C ,0,14.6,18, ,-23.9,26, ,18.4, , ,15.8,49.2,0,0,1003.1,22.5,18.6, 
15/11/2013,30.8,0,28.4,16.6,63,59,10.1, W , C ,1.7,12.6,14.4, ,-19.8,21.9, ,15, , ,11.8,44,11.6,0,1005.6,22.7,15.7, 
16/11/2013,0,0,26.5,7.2,62,55,3.7, W , C ,0.1,4.6,12, ,-9.8,18.1, ,6.4, , ,9.5,19.4,0,0,1013.7,22,7.1, 
17/11/2013,0,0,28.2,11.5,61,55,5, NE, C ,0,6.3,14.4, ,-17.3,20.5, ,10.8, , ,12.3,19.3,0,0,1009.3,22.3,11.5, 
18/11/2013,0,0,31.1,17.4,61,53,5.2, NE, C ,0,6.4,16.8, ,-22.3,23.2, ,16.7, , ,14.7,22.6,0,0,1005,22.9,17, 
19/11/2013,0,1.4,25.1,16.7,76,72,7.2, SE, C ,0,9,17.5, ,-18.8,20.4, ,16.3, , ,15.4,26.9,0,0,1008.7,22.8,16.5, 
20/11/2013,1.6,0.2,26.6,15.7,84,82,5.4, E , C ,2.2,6.8,19.8, ,-19.4,19.9, ,15, , ,17.3,18.8,0.6,0,1011.3,22.2,15.4, 
21/11/2013,0,0,28.3,14.4,79,68,4.8, E , C ,6.4,6.1,18.8, ,-18.6,20.9, ,13.6, , ,16.5,21.6,0,0,1014,23,13.7, 
22/11/2013,0,0,29.6,14.6,69,63,5.5, NE, C ,3.7,6.9,18.1, ,-19.8,22.2, ,13.6, , ,15.9,20.7,0,0,1011.8,23.4,13.9, 
23/11/2013,0,0,30.3,17.5,59,53,8.4, NE, C ,0,10.4,17.3, ,-23.4,23.9, ,16.8, , ,15.2,25,0,0,1008,23.9,17.2, 
24/11/2013,4.2,17.6,33.1,20.8,62,56,8, NE, C ,1.1,10,21.1, ,-23.9,26.4, ,20.2, , ,18.3,29,3.2,0,1005,24.4,20.6, 
25/11/2013,17.6,4.2,28.6,19.3,89,87,6.2, S , C ,9.1,7.7,22.6, ,-23.7,22.4, ,18.7, , ,19.4,31,6.6,0,1010.5,23.9,18.6, 
26/11/2013,8.4,18.8,21.3,15.2,94,92,8.5, SE, C ,3,10.6,18.8, ,-13.5,17.9, ,14.7, , ,16.5,27.7,2.4,0,1010.7,22.5,14.7, 
27/11/2013,12,1.6,19.6,13.7,93,91,6.9, SE, C ,0,8.6,16.4, ,-5.7,16.5, ,13, , ,14.3,32,3.2,0,1003.6,20.8,13.5, 
28/11/2013,0,0,30,9.6,70,61,4.4, C , C ,0,5.6,15.4, ,-13.4,19.3, ,8.8, , ,13.3,24.9,0,0,1005.4,21.2,9, 
29/11/2013,0,0,26.7,15.4,60,57,7.6, E , C ,0,9.5,15, ,-21.5,21.2, ,14.7, , ,13,21,0,0,1010.8,22.5,15.3, 
30/11/2013,0,0,31.7,16.5,62,54,5.8, NE, C ,0,7.3,18.4, ,-22.7,24.2, ,15.7, , ,16.1,21.6,0,0,1010.9,23.4,16.3, 
1/12/2013,0,0,31.6,20,65,61,4.9, NE, C ,0.3,6.1,20.1, ,-23.9,25.4, ,19.4, , ,17.5,21.2,0,0,1007.4,24.6,19.8, 
2/12/2013,1.8,1.8,35.5,17.7,74,64,5.7, C , C ,9.3,7.1,22.4, ,-22.3,25.8, ,17, , ,19.2,33.5,1.2,0,1003.8,25.2,17.1, 
3/12/2013,0,0,23.9,13.2,51,42,6.6, S , C ,0.2,8.2,9.4, ,-10.5,18.7, ,12.5, , ,5.6,39.4,0,0,1009.4,24.2,13, 
4/12/2013,0,0,34,10.6,54,40,8.8, C , C ,0,11,14.3, ,-15.9,21.9, ,9.9, , ,12.2,34,0,0,1000,23.5,10.3, 
5/12/2013,0,0,26.7,13.1,52,46,6, SE, C ,0,7.5,13, ,-19.6,22.1, ,12.4, , ,10.8,29.2,0,0,1006.6,24,12.9, 
6/12/2013,0,0,27.6,9.4,49,37,4.3, C , C ,0,5.4,10.3, ,-13.7,20.4, ,8.9, , ,7.1,19,0,0,1009.7,23.8,9.6, 
7/12/2013,0,0,32.5,13.2,56,46,6.2, N , C ,0,7.8,16, ,-18.6,22.9, ,12.5, , ,13.9,28.7,0,0,1005.6,23.9,13.1, 
8/12/2013,2.8,2.8,35.5,21.5,56,55,7.3, N , C ,3,9.1,19, ,-23.9,27.5, ,20.6, , ,16.6,47.1,1,0,1003.2,24.8,20.3, 
9/12/2013,0,0,28,19.7,68,64,9.2, S , C ,0,11.5,18.5, ,-22.7,23.1, ,19, , ,16.2,26.9,0,0,1008.8,24.3,19.3, 
10/12/2013,0,0,26.7,13.7,70,63,6.9, E , C ,0,8.6,15.9, ,-17.5,20.1, ,13.2, , ,13.9,24.9,0,0,1015.9,23.7,13.4, 
11/12/2013,0,0,29.4,13.1,66,57,4.7, NE, C ,3.2,5.9,16.6, ,-19,21.9, ,12.6, , ,14.5,17.2,0,0,1012.5,24.2,12.8, 
12/12/2013,0,0,31.1,14.3,59,50,4.2, NE, C ,0.6,5.3,16.3, ,-21.4,23.3, ,13.4, , ,14.2,20.3,0,0,1008.3,24.4,14, 
13/12/2013,0,0,32.7,16.2,57,47,4.8, NE, C ,4,6,17.2, ,-21.5,25, ,15.4, , ,15.1,23.6,0,0,1004.7,25.1,15.9, 
14/12/2013,0,0,37.1,16.7,50,40,4.7, E , C ,0,5.8,17.4, ,-22.7,27.7, ,15.9, , ,15.2,21.4,0,0,1005.7,26,16.4, 
15/12/2013,0.2,0.2,36.7,20.6,60,48,4.2, W , C ,0.9,5.2,20.8, ,-23.9,28.4, ,19.9, , ,18.1,28.9,0.2,0,1006.9,26.3,20.4, 
16/12/2013,0,0,36,20.4,57,48,4.9, E , C ,1.2,6.1,21, ,-23.9,28.4, ,19.6, , ,18.1,17.9,0,0,1007.5,27.2,20, 
17/12/2013,0,0,37.1,21.2,53,43,5.2, C , C ,0,6.5,20.4, ,-23.9,29.9, ,20.5, , ,17.6,27.1,0,0,1005.1,27.5,21, 
18/12/2013,10.6,10.6,35.5,21.1,69,76,6.1, SE, C ,4.3,7.6,22.1, ,-23.9,26.7, ,20.1, , ,19,28.8,5.2,0,1007.1,26.7,20.2, 
19/12/2013,0,0,32.6,20.5,63,54,7.2, E , C ,0,9,21.2, ,-23.9,26.3, ,19.7, , ,18.2,21.4,0,0,1008.1,26.2,20, 
20/12/2013,0,0,32.1,21.7,63,58,7.7, E , C ,0,9.6,22.4, ,-23.9,27.4, ,21, , ,19.3,25.9,0,0,1008.2,26.7,21.6, 
21/12/2013,0,0,34,22,62,59,6.9, E , C ,0,8.6,22.7, ,-23.9,28, ,21.3, , ,19.5,23.7,0,0,1007.9,27.2,21.9, 
22/12/2013,0,0,35.5,23.6,55,52,6.8, E , C ,0,8.6,21.4, ,-23.9,29.3, ,23, , ,18.3,22.1,0,0,1009.3,27.6,23.4, 
23/12/2013,0,0,37,23.2,51,44,6.3, NE, C ,0,7.8,20.6, ,-23.9,30, ,22.5, , ,17.9,18.4,0,0,1008.1,28,22.8, 
24/12/2013,0,0,38.7,23,46,38,5.5, NE, C ,0,6.9,18.4, ,-23.9,30.7, ,22.4, , ,16.1,20.8,0,0,1004.2,27.9,22.9, 
25/12/2013,0,0,40,23,46,35,4.4, C , C ,0,5.5,19.2, ,-23.9,31.1, ,21.8, , ,16.7,35.8,0,0,1002.2,28.1,22.6, 
26/12/2013,0.8,0.8,38.5,23,61,53,4.6, C , C ,0.3,5.7,22.7, ,-23.9,29.5, ,22.3, , ,19.4,33.5,0.6,0,1003.9,28,21.9, 
27/12/2013,0,0,35.2,21.5,60,51,3.3, C , C ,0,4.1,21.8, ,-23.9,28.5, ,20.7, , ,18.7,17.3,0,0,1007.1,27.7,21.2, 
28/12/2013,0,0,36.1,20.1,60,50,3.7, C , C ,0,4.7,22.6, ,-23.9,28.8, ,19.4, , ,19.4,17,0,0,1004.1,27.8,19.7, 
29/12/2013,0,0,38.3,22.8,61,51,4, C , C ,0,5,23.8, ,-23.9,29.7, ,22.1, , ,20.2,29.7,0,0,998.5,28.2,22.5, 
30/12/2013,0,0,37.2,21.9,51,41,6.2, W , C ,0,7.7,20.6, ,-23.9,29.9, ,20.9, , ,17.6,32.8,0,0,997.3,28.2,21.5, 
31/12/2013,0,0,32.1,21.1,56,51,5.5, E , C ,0,6.8,18.2, ,-23.9,27.1, ,20, , ,15.8,22.5,0,0,1001.9,27,19.3, 
1/01/2014,0.2,58.2,35.7,20.4,62,53,4, W , C ,0,5,23, ,-23.9,27.6, ,19.7, , ,19.7,22.6,0.2,0,1000.5,27.4,20.1, 
2/01/2014,66,8,30.3,17.3,79,83,5.9, S , C ,0,7.4,19.5, ,-22,22.7, ,16.7, , ,16.8,32.3,14.8,0,999.5,24.9,16.8, 
3/01/2014,0,0,25.6,13.3,49,42,5.5, SE, C ,0,6.9,10.1, ,-14.5,19.8, ,12.3, , ,7.1,24.9,0,0,1011.3,24.3,13.3, 
4/01/2014,0,0,32,10.6,54,40,8, N , C ,0,9.9,13.9, ,-15.6,21.6, ,9.9, , ,11.7,35.7,0,0,1010.5,24.3,10.5, 
5/01/2014,0,0,35.8,16.7,54,46,4.7, C , C ,0,5.9,18.5, ,-23.1,27.5, ,16.1, , ,16.1,22.3,0,0,1009.4,26,16.6, 
6/01/2014,0,0,36.2,19.8,51,41,6.4, N , C ,0,8,19, ,-23.9,28.9, ,19.2, , ,16.5,33.7,0,0,1005.5,26.8,19.7, 
7/01/2014,77.8,77.8,32.3,19,80,88,4.3, C , C ,0.9,5.3,23.5, ,-23.9,25.2, ,17.6, , ,20,56.2,35.4,0,1002.2,25.2,17.8, 
8/01/2014,0,0,29.8,17.7,64,58,5.7, E , C ,0,7.1,17.5, ,-23,23.3, ,17.3, , ,15,20.2,0,0,1007.5,25.2,17.4, 
9/01/2014,0.6,0.6,33.2,20,68,64,6.3, NE, C ,0,7.8,23.6, ,-23.9,26.4, ,19.1, , ,20.1,39.5,0.6,0,1003.6,25.8,19.7, 
10/01/2014,0,0,34.1,19.2,64,58,3.6, W , C ,0,4.5,20.2, ,-23.9,26.5, ,18.7, , ,17.6,28.7,0,0,1004.3,26.9,18.8, 
11/01/2014,0,0,25.9,16.6,46,43,9.8, SE, C ,0,12.3,11.1, ,-21.5,21.8, ,16, , ,8.3,32.8,0,0,1015,25.6,16.6, 
12/01/2014,0,0,25.5,12.7,63,59,7, E , C ,0,8.7,14.9, ,-18.3,19.9, ,11.9, , ,12.8,23.7,0,0,1019.3,24.7,12.5, 
13/01/2014,0,0,29.2,18.7,61,55,6.7, E , C ,0,8.4,18, ,-23.9,23.8, ,17.8, , ,15.7,22,0,0,1014.9,25.6,18.3, 
14/01/2014,0,0,31.9,19.6,69,61,5.2, E , C ,0,6.5,22.3, ,-23.9,25.8, ,19, , ,19.2,17.2,0,0,1010.6,26.6,19.3, 
15/01/2014,0,0,35.8,20.6,58,51,4.1, C , C ,0,5.1,21.1, ,-23.9,27.9, ,20, , ,18.3,23,0,0,1007.8,27.5,20.4, 
16/01/2014,0,0,36.7,21,59,46,3.6, C , C ,0,4.6,22.5, ,-23.9,29.3, ,20.4, , ,19.4,19.1,0,0,1006.6,28.3,20.9, 
17/01/2014,0,0,35.8,24.2,53,51,5.8, NE, C ,0,7.2,22.3, ,-23.9,30.2, ,23.6, , ,19.2,24,0,0,1006.3,28.6,24, 
18/01/2014,0,14.2,38.6,23.5,52,47,7.4, N , C ,0,9.2,23.1, ,-23.9,31.5, ,22.7, , ,19.8,29.2,0,0,1005.6,28.7,23.4, 
19/01/2014,14.2,0,31.9,20.8,66,59,9, E , C ,0,11.3,22.1, ,-23.9,27.1, ,20.1, , ,19,35.7,6.4,0,1007.7,28.2,20.1, 
20/01/2014,5,17.4,35.3,25.1,67,64,7.4, E , C ,0,9.2,27.2, ,-23.9,29, ,24.2, , ,22.4,31.6,3.6,0,1002.1,28.5,23.8, 
21/01/2014,16.6,4.2,31.8,20.6,80,84,6, N , C ,0,7.5,26.4, ,-23.9,26.6, ,20.2, , ,21.9,47.1,7.4,0,999.3,27.9,20.2, 
22/01/2014,0,0,33.3,21.1,82,76,5.4, E , C ,0,6.7,29.6, ,-23.9,26.6, ,20.5, , ,23.8,21.6,0,0,1000.8,27.6,20.6, 
23/01/2014,36.4,54.2,37.9,28.4,66,61,8.6, N , C ,0,10.8,30.1, ,-23.9,32.4, ,27.9, , ,24.1,36.6,17.6,0,996.9,29,28.1, 
24/01/2014,19.4,1.6,32.8,16.7,72,66,9.8, S , C ,0,12.2,17.1, ,-20,21.4, ,15.8, , ,14.2,46.2,9.6,0,1008.9,26.2,15.1, 
25/01/2014,0,0,23.7,9.1,59,52,4.9, E , C ,0,6.1,11.8, ,-14,17.8, ,8.2, , ,9.3,21.3,0,0,1017.6,24.5,9, 
26/01/2014,0,0,27.7,14.7,67,59,4.6, E , C ,0,5.8,17.2, ,-19.7,21.4, ,14, , ,15.1,23.1,0,0,1012.3,24.9,14.5, 
27/01/2014,4.8,21.6,31.7,18.2,75,69,5.1, NE, C ,0,6.4,24, ,-23.9,24.7, ,17.5, , ,20.4,21,2.4,0,1008.3,26.1,17.9, 
28/01/2014,72.4,55.6,29.5,21.7,92,87,3.2, C , C ,0,4.1,26.4, ,-23.9,24.1, ,21, , ,22,23,29.8,0,1005.4,26.3,21.1, 
29/01/2014,0,0,30.4,20.9,82,78,3.8, E , C ,0,4.7,25.6, ,-23.9,24.7, ,20.2, , ,21.5,16.6,0,0,1008.9,26.4,20.3, 
30/01/2014,0,0,32.8,21.1,78,73,5.1, N , C ,0,6.4,26.6, ,-23.9,26.4, ,20.6, , ,22.1,21.8,0,0,1005,26.9,20.7, 
31/01/2014,0,0,34.7,22.3,75,70,6.7, N , C ,0,8.4,26.9, ,-23.9,27.7, ,21.7, , ,22.2,25.2,0,0,1003.2,27.5,22.1, 
